Data_Mensal,1.ICMS_Total,2.Taxa_SELIC,3.188 - Indice nacional de precos ao consumidor (INPC) - Var. % mensal Fonte: IBGE,4.433 - Indice nacional de precos ao consumidor-amplo (IPCA) - Var. % mensal Fonte: IBGE,5.4380 - PIB mensal - Valores correntes (RS milhoes) - RS (milhoes) - Fonte: BCB-Depec,6.13244 - Exportacao de bens - Maranhao - USS (mil) - Fonte: MDIC/Secex,7.13245 - Importacao de bens - Maranhao - USS (mil) - Fonte: MDIC/Secex,8.13247 - Saldo da balanca comercial - Maranhao - USS (mil) - Fonte: MDIC/Secex,9.13011 - Empregos formais gerados - Maranhao - Unidades - Fonte: MTb,10.Salario_Minimo,11.Cotacao_Dolar,12.Cotacao_Barril_Petroleo,ICMS,SELIC,INPC,IPCA,PIB,EXPOR_MA,IMPOR_MA,BALANCA_MA,GER_EMP_MA,SM,DOLAR_COT,PETRO_COT
01/01/2001,73977916,1.27,0.77,0.57,102530.7,35779,89874,-54095,-341,151,1.9537,18.467,0.0381483940965553,0.35625,0.343358395989975,0.337837837837838,0.0354272215297499,0.0304170967154393,0.0703747367684668,0.71340991429529,0.505469277515192,0.03,0.19780839752631,0.0695854500954052
02/01/2001,57396118,1.02,0.49,0.46,101635.3,64379,9770,54608,434,151,2.0011,32.01,0.0248445154253538,0.278125,0.273182957393484,0.308108108108108,0.0344380595589513,0.0738267257604274,0.00669516337645468,0.785696995813184,0.557798784604997,0.03,0.208093739828578,0.178621172719734
03/01/2001,57602534,1.26,0.48,0.38,108303.8,42122,90192,-48069,89,151,2.0882,55.702,0.0250101267432456,0.353125,0.270676691729323,0.286486486486487,0.0418048527265531,0.0400446238844029,0.0706275344357326,0.717417181373723,0.534503713706955,0.03,0.226993598784854,0.369367265935092
04/01/2001,62930055,1.19,0.84,0.58,107572,40123,47599,-7475,911,180,2.1917,63.645,0.0292844939139395,0.33125,0.360902255639098,0.340540540540541,0.0409964221589515,0.0370105033088459,0.0367677512852536,0.744412036963149,0.590006752194463,0.0523076923076923,0.249452099381578,0.43331696281208
05/01/2001,61353659,1.34,0.57,0.41,111202.2,65483,95405,-29922,208,180,2.2964,67.129,0.0280197226797363,0.378125,0.293233082706767,0.294594594594595,0.0450067591998194,0.0755023981543319,0.0747716672642125,0.729484867346559,0.542538825118163,0.0523076923076923,0.272170988391017,0.461366911687747
06/01/2001,73267679,1.27,0.6,0.52,104949.4,58478,18721,39757,1814,180,2.375,63.212,0.0375785580102757,0.35625,0.300751879699248,0.324324324324324,0.0380991961319061,0.0648700746767045,0.0138108612371345,0.775821137303095,0.650979068197164,0.0523076923076923,0.289226429423891,0.429830846892687
07/01/2001,63123461,1.5,1.11,1.33,110758.9,53558,121177,-67620,1036,180,2.4652,59.713,0.0294396670717769,0.428125,0.428571428571429,0.543243243243243,0.0445170389612054,0.0574024042256087,0.095259407769792,0.704415840741391,0.598446995273464,0.0523076923076923,0.308798958446349,0.401660131876625
08/01/2001,76850516,1.6,0.79,0.7,113064.7,43154,38277,4877,604,180,2.5098,62.827,0.0404531334180024,0.459375,0.348370927318296,0.372972972972973,0.0470642912197127,0.0416110132960962,0.0293571228127636,0.75262606997888,0.569277515192438,0.0523076923076923,0.318476727785614,0.426731182622558
09/01/2001,63356569,1.32,0.44,0.28,108700.8,43671,91142,-47471,-323,180,2.6709,59.042,0.0296266938676217,0.371875,0.260651629072682,0.25945945945946,0.0422434246524041,0.0423957258211402,0.0713827475926587,0.717814849099063,0.506684672518569,0.0523076923076923,0.353433872192687,0.396257859862971
10/01/2001,80105250,1.53,0.94,0.83,116139,29533,66887,-37354,430,180,2.7394,63.919,0.0430644658104869,0.4375,0.385964912280702,0.408108108108108,0.0504605170928713,0.0209367980086212,0.0521009632545076,0.724542615616239,0.557528696826469,0.0523076923076923,0.368297710751872,0.435522957643289
11/01/2001,65168447,1.39,1.29,0.71,117882,28672,75290,-46618,582,180,2.5423,64.17,0.0310803966011262,0.39375,0.473684210526316,0.375675675675676,0.0523860356489379,0.0196299556796794,0.0587810223678238,0.71838209085444,0.567792032410533,0.0523076923076923,0.325528913963329,0.437543777725893
12/01/2001,70295214,1.39,0.74,0.65,113016.7,39340,86016,-46676,-1811,180,2.3619,71.173,0.0351936951796953,0.39375,0.335839598997494,0.359459459459459,0.0470112648911463,0.0358220508772995,0.0673077763901288,0.71834352107506,0.406212018906145,0.0523076923076923,0.286383855918412,0.493925463138148
01/01/2002,79414508,1.53,1.07,0.52,112374.8,45395,57491,-12095,-1182,180,2.3771,71.26,0.0425102709179244,0.4375,0.418546365914787,0.324324324324324,0.0463021482180889,0.0450124461174185,0.0446315076518992,0.741339754536604,0.448683322079676,0.0523076923076923,0.289682109146143,0.494625906752438
02/01/2002,69805136,1.25,0.31,0.36,111477.1,40855,21838,19018,400,180,2.4188,66.139,0.0348004966706177,0.35,0.228070175438596,0.281081081081081,0.0453104454023798,0.038121546961326,0.0162887553530701,0.762029781189652,0.555503038487509,0.0523076923076923,0.298730606488011,0.453396346421699
03/01/2002,62240447,1.37,0.62,0.6,118444.7,37312,28435,8877,-156,180,2.3458,63.706,0.0287312088502395,0.3875,0.305764411027569,0.345945945945946,0.0530076588798608,0.0327439135450185,0.0215331145070088,0.755286054763767,0.517960837272113,0.0523076923076923,0.282890311381144,0.433808078449685
04/01/2002,71218987,1.48,0.68,0.8,120385.9,40212,84807,-44595,660,200,2.3196,59.092,0.0359348550895996,0.421875,0.320802005012531,0.4,0.0551521319842993,0.0371455892174124,0.0663466682777881,0.719727378159397,0.57305874409183,0.0676923076923077,0.277205164370186,0.396660413664286
05/01/2002,69129581,1.41,0.09,0.21,123552.5,53567,41783,11784,-75,200,2.4796,57.382,0.0342584865848765,0.4,0.172932330827068,0.240540540540541,0.0586503230684304,0.057416064598385,0.0321442568424299,0.757219198706183,0.523430114787306,0.0676923076923077,0.311923619398937,0.382893073659295
06/01/2002,67744732,1.33,0.61,0.42,123424.4,64626,79710,-15083,1125,200,2.7132,65.689,0.0331473969989381,0.375,0.303258145363409,0.297297297297297,0.0585088090540688,0.0742016271021796,0.0622947509505749,0.739352745902293,0.604456448345712,0.0676923076923077,0.362612563740914,0.449773362209859
07/01/2002,65736938,1.54,1.15,1.19,126856.6,77067,108663,-31597,951,200,2.9338,81.505,0.0315365072888616,0.440625,0.43859649122807,0.505405405405406,0.0623004124896005,0.0930848157367494,0.0853112630900302,0.728370998717887,0.592707629979744,0.0676923076923077,0.410480633611804,0.577109180641993
08/01/2002,90199077,1.44,0.86,0.65,127800.1,74216,89583,-15367,1248,200,3.1093,78.738,0.0511629271315147,0.409375,0.365914786967419,0.359459459459459,0.0633427112604833,0.088757513205027,0.070143403054082,0.739163886982566,0.612761647535449,0.0676923076923077,0.448562438971466,0.55483185327719
09/01/2002,75259144,1.38,0.83,0.72,125137.8,56148,75922,-19774,1473,200,3.3412,72.371,0.0391763466661226,0.390625,0.358395989974937,0.378378378378378,0.0604016280408528,0.0613335559468156,0.0592834378574841,0.736233248745817,0.62795408507765,0.0676923076923077,0.498882499728762,0.503570652217669
10/01/2002,109600321,1.65,1.57,1.31,133125.4,58132,148078,-89946,890,200,3.8051,74.334,0.0667288987014479,0.475,0.543859649122807,0.537837837837838,0.0692256510003693,0.064344909234412,0.116644659490287,0.689569135664544,0.588588791357191,0.0676923076923077,0.599544320277748,0.519374914457317
11/01/2002,85808453,1.54,3.39,3.02,135966.6,54114,58483,-4369,54,200,3.5756,74.409,0.0476402494950567,0.440625,1,1,0.0723643677654274,0.0582463116993504,0.0454201091799737,0.746477515148613,0.532140445644835,0.0676923076923077,0.549745036345883,0.519978745159291
12/01/2002,75615800,1.74,2.7,2.1,130241.2,50724,73209,-22486,-2146,200,3.6251,76.787,0.039462498273527,0.503125,0.827067669172932,0.751351351351351,0.0660394314826371,0.0531009046202416,0.0571267080735466,0.734429779061664,0.383592167454423,0.0676923076923077,0.560486058370403,0.539124203949858
01/01/2003,76474531,1.97,2.47,2.25,125711.1,66415,30337,36078,-650,200,3.4376,71.913,0.0401514738017055,0.575,0.769423558897243,0.791891891891892,0.0610349612526675,0.0769170056462874,0.0230451307432967,0.773374616297195,0.484604996623903,0.0676923076923077,0.519800368883585,0.499883259397618
02/01/2003,94578224,1.83,1.46,1.57,131383,55694,87897,-32204,396,200,3.59,66.014,0.0546763965617512,0.53125,0.516290726817043,0.608108108108108,0.0673007952734098,0.0606444660312064,0.0688030984408426,0.727967346026781,0.55523295070898,0.0676923076923077,0.55286969729847,0.45238996191841
03/01/2003,76470314,1.78,1.37,1.23,140147.5,15739,51026,-35287,614,200,3.4461,65.456,0.0401480904257679,0.515625,0.493734335839599,0.516216216216216,0.0769830714550767,0,0.0394920833787124,0.725917162753829,0.569952734638758,0.0676923076923077,0.521644786806987,0.447897461495729
04/01/2003,85201978,1.87,1.38,0.97,141003.2,74053,70232,3822,414,240,3.1179,68.925,0.0471536635520174,0.54375,0.496240601503759,0.445945945945946,0.0779283762332902,0.0885101086758545,0.0547601085281055,0.751924498991866,0.556448345712357,0.0984615384615385,0.450428555929261,0.475826644231001
05/01/2003,77662199,1.97,0.99,0.61,140058.2,72487,57191,15297,1531,240,2.9549,64.375,0.0411043614785225,0.575,0.398496240601504,0.348648648648649,0.0768844203896397,0.0861332038127618,0.0443930192865541,0.75955533034351,0.631870357866307,0.0984615384615385,0.415059129868721,0.439194248311287
06/01/2003,73176940,1.86,-0.06,-0.15,137926,56428,54327,2101,1113,240,2.8824,62.578,0.0375057564572266,0.540625,0.135338345864662,0.143243243243243,0.0745289466861141,0.0617585453220812,0.0421162503587263,0.750780040538168,0.603646185010128,0.0984615384615385,0.399327329933818,0.424726464692006
07/01/2003,93750681,2.08,0.04,0.2,144626,65533,19061,46472,732,240,2.879,57.308,0.0540124437342471,0.609375,0.160401002506266,0.237837837837838,0.0819305383818375,0.0755782891142007,0.0140811480511923,0.780286586760724,0.577920324105334,0.0984615384615385,0.398589562764457,0.382297294033348
08/01/2003,94614768,1.77,0.18,0.34,144367.2,51500,37929,13571,1249,240,3.0017,55.785,0.0547057164788169,0.5125,0.195488721804511,0.275675675675676,0.0816446380936505,0.0542787323174064,0.0290804763089633,0.758407546908832,0.612829169480081,0.0984615384615385,0.425214277964631,0.370035505245276
09/01/2003,85950316,1.68,0.82,0.78,150356.6,68607,103652,-35045,388,240,2.922,51.609,0.0477540687648326,0.484375,0.355889724310777,0.394594594594595,0.0882612191835558,0.0802440653269383,0.0813277124275492,0.726078091833315,0.554692775151924,0.0984615384615385,0.407920147553434,0.336414211759402
10/01/2003,88944575,1.64,0.39,0.29,158352.2,108076,111016,-2940,1909,240,2.8607,48.266,0.05015641731872,0.471875,0.24812030075188,0.262162162162162,0.0970940798645001,0.140150871228219,0.0871818068355535,0.747427794713014,0.657393652937205,0.0984615384615385,0.394618639470544,0.309499464603444
